state,county,cbsa,rpp-in-100-dollars,name
47,47017,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47019,27740,113.7656428,"Johnson City, TN (Metropolitan Statistical Area)"
47,47021,34980,106.6098081,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)"
47,47023,27180,120.4819277,"Jackson, TN (Metropolitan Statistical Area)"
47,47025,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47027,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47029,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47031,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47033,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47035,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47037,34980,106.6098081,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)"
47,47039,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47041,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47043,34980,106.6098081,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)"
47,47045,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47047,32820,108.577633,"Memphis, TN-MS-AR (Metropolitan Statistical Area)"
47,47049,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47051,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47053,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47055,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47057,34100,121.0653753,"Morristown, TN (Metropolitan Statistical Area)"
47,47059,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47061,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47063,34100,121.0653753,"Morristown, TN (Metropolitan Statistical Area)"
47,47065,16860,110.3752759,"Chattanooga, TN-GA (Metropolitan Statistical Area)"
47,47067,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47069,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47071,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47073,28700,114.8105626,"Kingsport-Bristol-Bristol, TN-VA (Metropolitan Statistical Area)"
47,47075,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47077,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47079,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47081,34980,106.6098081,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)"
47,47083,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47085,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47087,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47089,34100,121.0653753,"Morristown, TN (Metropolitan Statistical Area)"
47,47091,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47093,28940,110.0110011,"Knoxville, TN (Metropolitan Statistical Area)"
47,47095,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47097,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47099,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47101,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47103,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47105,28940,110.0110011,"Knoxville, TN (Metropolitan Statistical Area)"
47,47107,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47109,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47111,34980,106.6098081,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)"
47,47113,27180,120.4819277,"Jackson, TN (Metropolitan Statistical Area)"
47,47115,16860,110.3752759,"Chattanooga, TN-GA (Metropolitan Statistical Area)"
47,47117,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47119,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47121,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47123,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47125,17300,109.4091904,"Clarksville, TN-KY (Metropolitan Statistical Area)"
47,47127,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47129,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47131,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47133,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47135,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47137,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47139,17420,120.3369434,"Cleveland, TN (Metropolitan Statistical Area)"
47,47141,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47143,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47145,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47147,34980,106.6098081,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)"
47,47149,34980,106.6098081,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)"
47,47151,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47153,16860,110.3752759,"Chattanooga, TN-GA (Metropolitan Statistical Area)"
47,47155,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47157,32820,108.577633,"Memphis, TN-MS-AR (Metropolitan Statistical Area)"
47,47159,34980,106.6098081,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)"
47,47161,17300,109.4091904,"Clarksville, TN-KY (Metropolitan Statistical Area)"
47,47163,28700,114.8105626,"Kingsport-Bristol-Bristol, TN-VA (Metropolitan Statistical Area)"
47,47165,34980,106.6098081,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)"
47,47167,32820,108.577633,"Memphis, TN-MS-AR (Metropolitan Statistical Area)"
47,47169,34980,106.6098081,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)"
47,47171,27740,113.7656428,"Johnson City, TN (Metropolitan Statistical Area)"
47,47173,28940,110.0110011,"Knoxville, TN (Metropolitan Statistical Area)"
47,47175,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47177,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47179,27740,113.7656428,"Johnson City, TN (Metropolitan Statistical Area)"
47,47181,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47183,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47185,,117.9245283,Tennessee (Nonmetropolitan Portion)
47,47187,34980,106.6098081,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)"
47,47189,34980,106.6098081,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)"
48,48001,,114.0250855,Texas (Nonmetropolitan Portion)
48,48003,,114.0250855,Texas (Nonmetropolitan Portion)
48,48005,,114.0250855,Texas (Nonmetropolitan Portion)
48,48007,18580,107.2961373,"Corpus Christi, TX (Metropolitan Statistical Area)"
48,48009,48660,109.8901099,"Wichita Falls, TX (Metropolitan Statistical Area)"
48,48011,11100,107.4113856,"Amarillo, TX (Metropolitan Statistical Area)"
48,48013,41700,106.2699256,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)"
48,48015,26420,99.40357853,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)"
48,48017,,114.0250855,Texas (Nonmetropolitan Portion)
48,48019,41700,106.2699256,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)"
48,48021,12420,101.3171226,"Austin-Round Rock, TX (Metropolitan Statistical Area)"
48,48023,,114.0250855,Texas (Nonmetropolitan Portion)
48,48025,,114.0250855,Texas (Nonmetropolitan Portion)
48,48027,28660,108.1081081,"Killeen-Temple, TX (Metropolitan Statistical Area)"
48,48029,41700,106.2699256,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)"
48,48031,,114.0250855,Texas (Nonmetropolitan Portion)
48,48033,,114.0250855,Texas (Nonmetropolitan Portion)
48,48035,,114.0250855,Texas (Nonmetropolitan Portion)
48,48037,45500,113.3786848,"Texarkana, TX-AR (Metropolitan Statistical Area)"
48,48039,26420,99.40357853,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)"
48,48041,17780,106.3829787,"College Station-Bryan, TX (Metropolitan Statistical Area)"
48,48043,,114.0250855,Texas (Nonmetropolitan Portion)
48,48045,,114.0250855,Texas (Nonmetropolitan Portion)
48,48047,,114.0250855,Texas (Nonmetropolitan Portion)
48,48049,,114.0250855,Texas (Nonmetropolitan Portion)
48,48051,17780,106.3829787,"College Station-Bryan, TX (Metropolitan Statistical Area)"
48,48053,,114.0250855,Texas (Nonmetropolitan Portion)
48,48055,12420,101.3171226,"Austin-Round Rock, TX (Metropolitan Statistical Area)"
48,48057,47020,107.6426265,"Victoria, TX (Metropolitan Statistical Area)"
48,48059,10180,109.5290252,"Abilene, TX (Metropolitan Statistical Area)"
48,48061,15180,117.2332943,"Brownsville-Harlingen, TX (Metropolitan Statistical Area)"
48,48063,,114.0250855,Texas (Nonmetropolitan Portion)
48,48065,11100,107.4113856,"Amarillo, TX (Metropolitan Statistical Area)"
48,48067,,114.0250855,Texas (Nonmetropolitan Portion)
48,48069,,114.0250855,Texas (Nonmetropolitan Portion)
48,48071,26420,99.40357853,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)"
48,48073,,114.0250855,Texas (Nonmetropolitan Portion)
48,48075,,114.0250855,Texas (Nonmetropolitan Portion)
48,48077,48660,109.8901099,"Wichita Falls, TX (Metropolitan Statistical Area)"
48,48079,,114.0250855,Texas (Nonmetropolitan Portion)
48,48081,,114.0250855,Texas (Nonmetropolitan Portion)
48,48083,,114.0250855,Texas (Nonmetropolitan Portion)
48,48085,19100,99.20634921,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)"
48,48087,,114.0250855,Texas (Nonmetropolitan Portion)
48,48089,,114.0250855,Texas (Nonmetropolitan Portion)
48,48091,41700,106.2699256,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)"
48,48093,,114.0250855,Texas (Nonmetropolitan Portion)
48,48095,,114.0250855,Texas (Nonmetropolitan Portion)
48,48097,,114.0250855,Texas (Nonmetropolitan Portion)
48,48099,28660,108.1081081,"Killeen-Temple, TX (Metropolitan Statistical Area)"
48,48101,,114.0250855,Texas (Nonmetropolitan Portion)
48,48103,,114.0250855,Texas (Nonmetropolitan Portion)
48,48105,,114.0250855,Texas (Nonmetropolitan Portion)
48,48107,31180,107.0663812,"Lubbock, TX (Metropolitan Statistical Area)"
48,48109,,114.0250855,Texas (Nonmetropolitan Portion)
48,48111,,114.0250855,Texas (Nonmetropolitan Portion)
48,48113,19100,99.20634921,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)"
48,48115,,114.0250855,Texas (Nonmetropolitan Portion)
48,48117,,114.0250855,Texas (Nonmetropolitan Portion)
48,48119,19100,99.20634921,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)"
48,48121,19100,99.20634921,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)"
48,48123,,114.0250855,Texas (Nonmetropolitan Portion)
48,48125,,114.0250855,Texas (Nonmetropolitan Portion)
48,48127,,114.0250855,Texas (Nonmetropolitan Portion)
48,48129,,114.0250855,Texas (Nonmetropolitan Portion)
48,48131,,114.0250855,Texas (Nonmetropolitan Portion)
48,48133,,114.0250855,Texas (Nonmetropolitan Portion)
48,48135,36220,105.0420168,"Odessa, TX (Metropolitan Statistical Area)"
48,48137,,114.0250855,Texas (Nonmetropolitan Portion)
48,48139,19100,99.20634921,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)"
48,48141,21340,110.0110011,"El Paso, TX (Metropolitan Statistical Area)"
48,48143,,114.0250855,Texas (Nonmetropolitan Portion)
48,48145,,114.0250855,Texas (Nonmetropolitan Portion)
48,48147,,114.0250855,Texas (Nonmetropolitan Portion)
48,48149,,114.0250855,Texas (Nonmetropolitan Portion)
48,48151,,114.0250855,Texas (Nonmetropolitan Portion)
48,48153,,114.0250855,Texas (Nonmetropolitan Portion)
48,48155,,114.0250855,Texas (Nonmetropolitan Portion)
48,48157,26420,99.40357853,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)"
48,48159,,114.0250855,Texas (Nonmetropolitan Portion)
48,48161,,114.0250855,Texas (Nonmetropolitan Portion)
48,48163,,114.0250855,Texas (Nonmetropolitan Portion)
48,48165,,114.0250855,Texas (Nonmetropolitan Portion)
48,48167,26420,99.40357853,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)"
48,48169,,114.0250855,Texas (Nonmetropolitan Portion)
48,48171,,114.0250855,Texas (Nonmetropolitan Portion)
48,48173,,114.0250855,Texas (Nonmetropolitan Portion)
48,48175,47020,107.6426265,"Victoria, TX (Metropolitan Statistical Area)"
48,48177,,114.0250855,Texas (Nonmetropolitan Portion)
48,48179,,114.0250855,Texas (Nonmetropolitan Portion)
48,48181,43300,110.1321586,"Sherman-Denison, TX (Metropolitan Statistical Area)"
48,48183,30980,108.4598698,"Longview, TX (Metropolitan Statistical Area)"
48,48185,,114.0250855,Texas (Nonmetropolitan Portion)
48,48187,41700,106.2699256,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)"
48,48189,,114.0250855,Texas (Nonmetropolitan Portion)
48,48191,,114.0250855,Texas (Nonmetropolitan Portion)
48,48193,,114.0250855,Texas (Nonmetropolitan Portion)
48,48195,,114.0250855,Texas (Nonmetropolitan Portion)
48,48197,,114.0250855,Texas (Nonmetropolitan Portion)
48,48199,13140,110.1321586,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)"
48,48201,26420,99.40357853,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)"
48,48203,,114.0250855,Texas (Nonmetropolitan Portion)
48,48205,,114.0250855,Texas (Nonmetropolitan Portion)
48,48207,,114.0250855,Texas (Nonmetropolitan Portion)
48,48209,12420,101.3171226,"Austin-Round Rock, TX (Metropolitan Statistical Area)"
48,48211,,114.0250855,Texas (Nonmetropolitan Portion)
48,48213,,114.0250855,Texas (Nonmetropolitan Portion)
48,48215,32580,117.0960187,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)"
48,48217,,114.0250855,Texas (Nonmetropolitan Portion)
48,48219,,114.0250855,Texas (Nonmetropolitan Portion)
48,48221,,114.0250855,Texas (Nonmetropolitan Portion)
48,48223,,114.0250855,Texas (Nonmetropolitan Portion)
48,48225,,114.0250855,Texas (Nonmetropolitan Portion)
48,48227,,114.0250855,Texas (Nonmetropolitan Portion)
48,48229,,114.0250855,Texas (Nonmetropolitan Portion)
48,48231,19100,99.20634921,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)"
48,48233,,114.0250855,Texas (Nonmetropolitan Portion)
48,48235,41660,108.1081081,"San Angelo, TX (Metropolitan Statistical Area)"
48,48237,,114.0250855,Texas (Nonmetropolitan Portion)
48,48239,,114.0250855,Texas (Nonmetropolitan Portion)
48,48241,,114.0250855,Texas (Nonmetropolitan Portion)
48,48243,,114.0250855,Texas (Nonmetropolitan Portion)
48,48245,13140,110.1321586,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)"
48,48247,,114.0250855,Texas (Nonmetropolitan Portion)
48,48249,,114.0250855,Texas (Nonmetropolitan Portion)
48,48251,19100,99.20634921,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)"
48,48253,10180,109.5290252,"Abilene, TX (Metropolitan Statistical Area)"
48,48255,,114.0250855,Texas (Nonmetropolitan Portion)
48,48257,19100,99.20634921,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)"
48,48259,41700,106.2699256,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)"
48,48261,,114.0250855,Texas (Nonmetropolitan Portion)
48,48263,,114.0250855,Texas (Nonmetropolitan Portion)
48,48265,,114.0250855,Texas (Nonmetropolitan Portion)
48,48267,,114.0250855,Texas (Nonmetropolitan Portion)
48,48269,,114.0250855,Texas (Nonmetropolitan Portion)
48,48271,,114.0250855,Texas (Nonmetropolitan Portion)
48,48273,,114.0250855,Texas (Nonmetropolitan Portion)
48,48275,,114.0250855,Texas (Nonmetropolitan Portion)
48,48277,,114.0250855,Texas (Nonmetropolitan Portion)
48,48279,,114.0250855,Texas (Nonmetropolitan Portion)
48,48281,28660,108.1081081,"Killeen-Temple, TX (Metropolitan Statistical Area)"
48,48283,,114.0250855,Texas (Nonmetropolitan Portion)
48,48285,,114.0250855,Texas (Nonmetropolitan Portion)
48,48287,,114.0250855,Texas (Nonmetropolitan Portion)
48,48289,,114.0250855,Texas (Nonmetropolitan Portion)
48,48291,26420,99.40357853,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)"
48,48293,,114.0250855,Texas (Nonmetropolitan Portion)
48,48295,,114.0250855,Texas (Nonmetropolitan Portion)
48,48297,,114.0250855,Texas (Nonmetropolitan Portion)
48,48299,,114.0250855,Texas (Nonmetropolitan Portion)
48,48301,,114.0250855,Texas (Nonmetropolitan Portion)
48,48303,31180,107.0663812,"Lubbock, TX (Metropolitan Statistical Area)"
48,48305,,114.0250855,Texas (Nonmetropolitan Portion)
48,48307,,114.0250855,Texas (Nonmetropolitan Portion)
48,48309,47380,109.6491228,"Waco, TX (Metropolitan Statistical Area)"
48,48311,,114.0250855,Texas (Nonmetropolitan Portion)
48,48313,,114.0250855,Texas (Nonmetropolitan Portion)
48,48315,,114.0250855,Texas (Nonmetropolitan Portion)
48,48317,,114.0250855,Texas (Nonmetropolitan Portion)
48,48319,,114.0250855,Texas (Nonmetropolitan Portion)
48,48321,,114.0250855,Texas (Nonmetropolitan Portion)
48,48323,,114.0250855,Texas (Nonmetropolitan Portion)
48,48325,41700,106.2699256,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)"
48,48327,,114.0250855,Texas (Nonmetropolitan Portion)
48,48329,33260,101.7293998,"Midland, TX (Metropolitan Statistical Area)"
48,48331,,114.0250855,Texas (Nonmetropolitan Portion)
48,48333,,114.0250855,Texas (Nonmetropolitan Portion)
48,48335,,114.0250855,Texas (Nonmetropolitan Portion)
48,48337,,114.0250855,Texas (Nonmetropolitan Portion)
48,48339,26420,99.40357853,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)"
48,48341,,114.0250855,Texas (Nonmetropolitan Portion)
48,48343,,114.0250855,Texas (Nonmetropolitan Portion)
48,48345,,114.0250855,Texas (Nonmetropolitan Portion)
48,48347,,114.0250855,Texas (Nonmetropolitan Portion)
48,48349,,114.0250855,Texas (Nonmetropolitan Portion)
48,48351,,114.0250855,Texas (Nonmetropolitan Portion)
48,48353,,114.0250855,Texas (Nonmetropolitan Portion)
48,48355,18580,107.2961373,"Corpus Christi, TX (Metropolitan Statistical Area)"
48,48357,,114.0250855,Texas (Nonmetropolitan Portion)
48,48359,,114.0250855,Texas (Nonmetropolitan Portion)
48,48361,13140,110.1321586,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)"
48,48363,,114.0250855,Texas (Nonmetropolitan Portion)
48,48365,,114.0250855,Texas (Nonmetropolitan Portion)
48,48367,19100,99.20634921,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)"
48,48369,,114.0250855,Texas (Nonmetropolitan Portion)
48,48371,,114.0250855,Texas (Nonmetropolitan Portion)
48,48373,,114.0250855,Texas (Nonmetropolitan Portion)
48,48375,11100,107.4113856,"Amarillo, TX (Metropolitan Statistical Area)"
48,48377,,114.0250855,Texas (Nonmetropolitan Portion)
48,48379,,114.0250855,Texas (Nonmetropolitan Portion)
48,48381,11100,107.4113856,"Amarillo, TX (Metropolitan Statistical Area)"
48,48383,,114.0250855,Texas (Nonmetropolitan Portion)
48,48385,,114.0250855,Texas (Nonmetropolitan Portion)
48,48387,,114.0250855,Texas (Nonmetropolitan Portion)
48,48389,,114.0250855,Texas (Nonmetropolitan Portion)
48,48391,,114.0250855,Texas (Nonmetropolitan Portion)
48,48393,,114.0250855,Texas (Nonmetropolitan Portion)
48,48395,17780,106.3829787,"College Station-Bryan, TX (Metropolitan Statistical Area)"
48,48397,19100,99.20634921,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)"
48,48399,,114.0250855,Texas (Nonmetropolitan Portion)
48,48401,30980,108.4598698,"Longview, TX (Metropolitan Statistical Area)"
48,48403,,114.0250855,Texas (Nonmetropolitan Portion)
48,48405,,114.0250855,Texas (Nonmetropolitan Portion)
48,48407,26420,99.40357853,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)"
48,48409,18580,107.2961373,"Corpus Christi, TX (Metropolitan Statistical Area)"
48,48411,,114.0250855,Texas (Nonmetropolitan Portion)
48,48413,,114.0250855,Texas (Nonmetropolitan Portion)
48,48415,,114.0250855,Texas (Nonmetropolitan Portion)
48,48417,,114.0250855,Texas (Nonmetropolitan Portion)
48,48419,,114.0250855,Texas (Nonmetropolitan Portion)
48,48421,,114.0250855,Texas (Nonmetropolitan Portion)
48,48423,46340,105.5966209,"Tyler, TX (Metropolitan Statistical Area)"
48,48425,,114.0250855,Texas (Nonmetropolitan Portion)
48,48427,,114.0250855,Texas (Nonmetropolitan Portion)
48,48429,,114.0250855,Texas (Nonmetropolitan Portion)
48,48431,,114.0250855,Texas (Nonmetropolitan Portion)
48,48433,,114.0250855,Texas (Nonmetropolitan Portion)
48,48435,,114.0250855,Texas (Nonmetropolitan Portion)
48,48437,,114.0250855,Texas (Nonmetropolitan Portion)
48,48439,19100,99.20634921,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)"
48,48441,10180,109.5290252,"Abilene, TX (Metropolitan Statistical Area)"
48,48443,,114.0250855,Texas (Nonmetropolitan Portion)
48,48445,,114.0250855,Texas (Nonmetropolitan Portion)
48,48447,,114.0250855,Texas (Nonmetropolitan Portion)
48,48449,,114.0250855,Texas (Nonmetropolitan Portion)
48,48451,41660,108.1081081,"San Angelo, TX (Metropolitan Statistical Area)"
48,48453,12420,101.3171226,"Austin-Round Rock, TX (Metropolitan Statistical Area)"
48,48455,,114.0250855,Texas (Nonmetropolitan Portion)
48,48457,,114.0250855,Texas (Nonmetropolitan Portion)
48,48459,30980,108.4598698,"Longview, TX (Metropolitan Statistical Area)"
48,48461,,114.0250855,Texas (Nonmetropolitan Portion)
48,48463,,114.0250855,Texas (Nonmetropolitan Portion)
48,48465,,114.0250855,Texas (Nonmetropolitan Portion)
48,48467,,114.0250855,Texas (Nonmetropolitan Portion)
48,48469,47020,107.6426265,"Victoria, TX (Metropolitan Statistical Area)"
48,48471,,114.0250855,Texas (Nonmetropolitan Portion)
48,48473,26420,99.40357853,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)"
48,48475,,114.0250855,Texas (Nonmetropolitan Portion)
48,48477,,114.0250855,Texas (Nonmetropolitan Portion)
48,48479,29700,112.1076233,"Laredo, TX (Metropolitan Statistical Area)"
48,48481,,114.0250855,Texas (Nonmetropolitan Portion)
48,48483,,114.0250855,Texas (Nonmetropolitan Portion)
48,48485,48660,109.8901099,"Wichita Falls, TX (Metropolitan Statistical Area)"
48,48487,,114.0250855,Texas (Nonmetropolitan Portion)
48,48489,,114.0250855,Texas (Nonmetropolitan Portion)
48,48491,12420,101.3171226,"Austin-Round Rock, TX (Metropolitan Statistical Area)"
48,48493,41700,106.2699256,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)"
48,48495,,114.0250855,Texas (Nonmetropolitan Portion)
48,48497,19100,99.20634921,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)"
48,48499,,114.0250855,Texas (Nonmetropolitan Portion)
48,48501,,114.0250855,Texas (Nonmetropolitan Portion)
48,48503,,114.0250855,Texas (Nonmetropolitan Portion)
48,48505,,114.0250855,Texas (Nonmetropolitan Portion)
48,48507,,114.0250855,Texas (Nonmetropolitan Portion)
49,49001,,107.5268817,Utah (Nonmetropolitan Portion)
49,49003,,107.5268817,Utah (Nonmetropolitan Portion)
49,49005,30860,110.3752759,"Logan, UT-ID (Metropolitan Statistical Area)"
49,49007,,107.5268817,Utah (Nonmetropolitan Portion)
49,49009,,107.5268817,Utah (Nonmetropolitan Portion)
49,49011,36260,104.2752868,"Ogden-Clearfield, UT (Metropolitan Statistical Area)"
49,49013,,107.5268817,Utah (Nonmetropolitan Portion)
49,49015,,107.5268817,Utah (Nonmetropolitan Portion)
49,49017,,107.5268817,Utah (Nonmetropolitan Portion)
49,49019,,107.5268817,Utah (Nonmetropolitan Portion)
49,49021,,107.5268817,Utah (Nonmetropolitan Portion)
49,49023,39340,102.7749229,"Provo-Orem, UT (Metropolitan Statistical Area)"
49,49025,,107.5268817,Utah (Nonmetropolitan Portion)
49,49027,,107.5268817,Utah (Nonmetropolitan Portion)
49,49029,36260,104.2752868,"Ogden-Clearfield, UT (Metropolitan Statistical Area)"
49,49031,,107.5268817,Utah (Nonmetropolitan Portion)
49,49033,,107.5268817,Utah (Nonmetropolitan Portion)
49,49035,41620,100.3009027,"Salt Lake City, UT (Metropolitan Statistical Area)"
49,49037,,107.5268817,Utah (Nonmetropolitan Portion)
49,49039,,107.5268817,Utah (Nonmetropolitan Portion)
49,49041,,107.5268817,Utah (Nonmetropolitan Portion)
49,49043,41620,100.3009027,"Salt Lake City, UT (Metropolitan Statistical Area)"
49,49045,41620,100.3009027,"Salt Lake City, UT (Metropolitan Statistical Area)"
49,49047,,107.5268817,Utah (Nonmetropolitan Portion)
49,49049,39340,102.7749229,"Provo-Orem, UT (Metropolitan Statistical Area)"
49,49051,,107.5268817,Utah (Nonmetropolitan Portion)
49,49053,41100,106.0445387,"St. George, UT (Metropolitan Statistical Area)"
49,49055,,107.5268817,Utah (Nonmetropolitan Portion)
49,49057,36260,104.2752868,"Ogden-Clearfield, UT (Metropolitan Statistical Area)"
50,50001,,101.3171226,Vermont (Nonmetropolitan Portion)
50,50003,,101.3171226,Vermont (Nonmetropolitan Portion)
50,50005,,101.3171226,Vermont (Nonmetropolitan Portion)
50,50007,15540,98.03921569,"Burlington-South Burlington, VT (Metropolitan Statistical Area)"
50,50009,,101.3171226,Vermont (Nonmetropolitan Portion)
50,50011,15540,98.03921569,"Burlington-South Burlington, VT (Metropolitan Statistical Area)"
50,50013,15540,98.03921569,"Burlington-South Burlington, VT (Metropolitan Statistical Area)"
50,50015,,101.3171226,Vermont (Nonmetropolitan Portion)
50,50017,,101.3171226,Vermont (Nonmetropolitan Portion)
50,50019,,101.3171226,Vermont (Nonmetropolitan Portion)
50,50021,,101.3171226,Vermont (Nonmetropolitan Portion)
50,50023,,101.3171226,Vermont (Nonmetropolitan Portion)
50,50025,,101.3171226,Vermont (Nonmetropolitan Portion)
50,50027,,101.3171226,Vermont (Nonmetropolitan Portion)
51,51001,,112.8668172,Virginia (Nonmetropolitan Portion)
51,51003,16820,101.6260163,"Charlottesville, VA (Metropolitan Statistical Area)"
51,51005,,112.8668172,Virginia (Nonmetropolitan Portion)
51,51007,40060,103.950104,"Richmond, VA (Metropolitan Statistical Area)"
51,51009,31340,110.4972376,"Lynchburg, VA (Metropolitan Statistical Area)"
51,51011,31340,110.4972376,"Lynchburg, VA (Metropolitan Statistical Area)"
51,51013,47900,83.47245409,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)"
51,51015,44420,113.1221719,"Staunton-Waynesboro, VA (Metropolitan Statistical Area)"
51,51017,,112.8668172,Virginia (Nonmetropolitan Portion)
51,51019,31340,110.4972376,"Lynchburg, VA (Metropolitan Statistical Area)"
51,51021,,112.8668172,Virginia (Nonmetropolitan Portion)
51,51023,40220,110.0110011,"Roanoke, VA (Metropolitan Statistical Area)"
51,51025,,112.8668172,Virginia (Nonmetropolitan Portion)
51,51027,,112.8668172,Virginia (Nonmetropolitan Portion)
