CBSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,County/County Equivalent,State Name,FIPS Code
36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,Seminole County,Florida,12117
36780,"Oshkosh-Neenah, WI",Metropolitan Statistical Area,Winnebago County,Wisconsin,55139
36820,"Oskaloosa, IA",Micropolitan Statistical Area,Mahaska County,Iowa,19123
36830,"Othello, WA",Micropolitan Statistical Area,Adams County,Washington,53001
36840,"Ottawa, KS",Micropolitan Statistical Area,Franklin County,Kansas,20059
36860,"Ottawa-Peru, IL",Micropolitan Statistical Area,Bureau County,Illinois,17011
36860,"Ottawa-Peru, IL",Micropolitan Statistical Area,LaSalle County,Illinois,17099
36860,"Ottawa-Peru, IL",Micropolitan Statistical Area,Putnam County,Illinois,17155
36900,"Ottumwa, IA",Micropolitan Statistical Area,Davis County,Iowa,19051
36900,"Ottumwa, IA",Micropolitan Statistical Area,Wapello County,Iowa,19179
36940,"Owatonna, MN",Micropolitan Statistical Area,Steele County,Minnesota,27147
36980,"Owensboro, KY",Metropolitan Statistical Area,Daviess County,Kentucky,21059
36980,"Owensboro, KY",Metropolitan Statistical Area,Hancock County,Kentucky,21091
36980,"Owensboro, KY",Metropolitan Statistical Area,McLean County,Kentucky,21149
37020,"Owosso, MI",Micropolitan Statistical Area,Shiawassee County,Michigan,26155
37060,"Oxford, MS",Micropolitan Statistical Area,Lafayette County,Mississippi,28071
37080,"Oxford, NC",Micropolitan Statistical Area,Granville County,North Carolina,37077
37100,"Oxnard-Thousand Oaks-Ventura, CA",Metropolitan Statistical Area,Ventura County,California,6111
37120,"Ozark, AL",Micropolitan Statistical Area,Dale County,Alabama,1045
37140,"Paducah, KY-IL",Micropolitan Statistical Area,Massac County,Illinois,17127
37140,"Paducah, KY-IL",Micropolitan Statistical Area,Ballard County,Kentucky,21007
37140,"Paducah, KY-IL",Micropolitan Statistical Area,Livingston County,Kentucky,21139
37140,"Paducah, KY-IL",Micropolitan Statistical Area,McCracken County,Kentucky,21145
37220,"Pahrump, NV",Micropolitan Statistical Area,Nye County,Nevada,32023
37260,"Palatka, FL",Micropolitan Statistical Area,Putnam County,Florida,12107
37300,"Palestine, TX",Micropolitan Statistical Area,Anderson County,Texas,48001
37340,"Palm Bay-Melbourne-Titusville, FL",Metropolitan Statistical Area,Brevard County,Florida,12009
37420,"Pampa, TX",Micropolitan Statistical Area,Gray County,Texas,48179
37460,"Panama City, FL",Metropolitan Statistical Area,Bay County,Florida,12005
37460,"Panama City, FL",Metropolitan Statistical Area,Gulf County,Florida,12045
37500,"Paragould, AR",Micropolitan Statistical Area,Greene County,Arkansas,5055
37540,"Paris, TN",Micropolitan Statistical Area,Henry County,Tennessee,47079
37580,"Paris, TX",Micropolitan Statistical Area,Lamar County,Texas,48277
37620,"Parkersburg-Vienna, WV",Metropolitan Statistical Area,Wirt County,West Virginia,54105
37620,"Parkersburg-Vienna, WV",Metropolitan Statistical Area,Wood County,West Virginia,54107
37660,"Parsons, KS",Micropolitan Statistical Area,Labette County,Kansas,20099
37740,"Payson, AZ",Micropolitan Statistical Area,Gila County,Arizona,4007
37780,"Pecos, TX",Micropolitan Statistical Area,Reeves County,Texas,48389
37860,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,Escambia County,Florida,12033
37860,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,Santa Rosa County,Florida,12113
37900,"Peoria, IL",Metropolitan Statistical Area,Marshall County,Illinois,17123
37900,"Peoria, IL",Metropolitan Statistical Area,Peoria County,Illinois,17143
37900,"Peoria, IL",Metropolitan Statistical Area,Stark County,Illinois,17175
37900,"Peoria, IL",Metropolitan Statistical Area,Tazewell County,Illinois,17179
37900,"Peoria, IL",Metropolitan Statistical Area,Woodford County,Illinois,17203
37940,"Peru, IN",Micropolitan Statistical Area,Miami County,Indiana,18103
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Burlington County,New Jersey,34005
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Camden County,New Jersey,34007
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Gloucester County,New Jersey,34015
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Bucks County,Pennsylvania,42017
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Chester County,Pennsylvania,42029
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Montgomery County,Pennsylvania,42091
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Delaware County,Pennsylvania,42045
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Philadelphia County,Pennsylvania,42101
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,New Castle County,Delaware,10003
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Cecil County,Maryland,24015
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Salem County,New Jersey,34033
38060,"Phoenix-Mesa-Scottsdale, AZ",Metropolitan Statistical Area,Maricopa County,Arizona,4013
38060,"Phoenix-Mesa-Scottsdale, AZ",Metropolitan Statistical Area,Pinal County,Arizona,4021
38100,"Picayune, MS",Micropolitan Statistical Area,Pearl River County,Mississippi,28109
38180,"Pierre, SD",Micropolitan Statistical Area,Hughes County,South Dakota,46065
38180,"Pierre, SD",Micropolitan Statistical Area,Stanley County,South Dakota,46117
38180,"Pierre, SD",Micropolitan Statistical Area,Sully County,South Dakota,46119
38220,"Pine Bluff, AR",Metropolitan Statistical Area,Cleveland County,Arkansas,5025
38220,"Pine Bluff, AR",Metropolitan Statistical Area,Jefferson County,Arkansas,5069
38220,"Pine Bluff, AR",Metropolitan Statistical Area,Lincoln County,Arkansas,5079
38240,"Pinehurst-Southern Pines, NC",Micropolitan Statistical Area,Moore County,North Carolina,37125
38260,"Pittsburg, KS",Micropolitan Statistical Area,Crawford County,Kansas,20037
38300,"Pittsburgh, PA",Metropolitan Statistical Area,Allegheny County,Pennsylvania,42003
38300,"Pittsburgh, PA",Metropolitan Statistical Area,Armstrong County,Pennsylvania,42005
38300,"Pittsburgh, PA",Metropolitan Statistical Area,Beaver County,Pennsylvania,42007
38300,"Pittsburgh, PA",Metropolitan Statistical Area,Butler County,Pennsylvania,42019
38300,"Pittsburgh, PA",Metropolitan Statistical Area,Fayette County,Pennsylvania,42051
38300,"Pittsburgh, PA",Metropolitan Statistical Area,Washington County,Pennsylvania,42125
38300,"Pittsburgh, PA",Metropolitan Statistical Area,Westmoreland County,Pennsylvania,42129
38340,"Pittsfield, MA",Metropolitan Statistical Area,Berkshire County,Massachusetts,25003
38380,"Plainview, TX",Micropolitan Statistical Area,Hale County,Texas,48189
38420,"Platteville, WI",Micropolitan Statistical Area,Grant County,Wisconsin,55043
38460,"Plattsburgh, NY",Micropolitan Statistical Area,Clinton County,New York,36019
38500,"Plymouth, IN",Micropolitan Statistical Area,Marshall County,Indiana,18099
38540,"Pocatello, ID",Metropolitan Statistical Area,Bannock County,Idaho,16005
38580,"Point Pleasant, WV-OH",Micropolitan Statistical Area,Gallia County,Ohio,39053
38580,"Point Pleasant, WV-OH",Micropolitan Statistical Area,Mason County,West Virginia,54053
38620,"Ponca City, OK",Micropolitan Statistical Area,Kay County,Oklahoma,40071
38660,"Ponce, PR",Metropolitan Statistical Area,Guánica Municipio,Puerto Rico,72055
38660,"Ponce, PR",Metropolitan Statistical Area,Guayanilla Municipio,Puerto Rico,72059
38660,"Ponce, PR",Metropolitan Statistical Area,Juana Díaz Municipio,Puerto Rico,72075
38660,"Ponce, PR",Metropolitan Statistical Area,Peñuelas Municipio,Puerto Rico,72111
38660,"Ponce, PR",Metropolitan Statistical Area,Ponce Municipio,Puerto Rico,72113
38660,"Ponce, PR",Metropolitan Statistical Area,Villalba Municipio,Puerto Rico,72149
38660,"Ponce, PR",Metropolitan Statistical Area,Yauco Municipio,Puerto Rico,72153
38700,"Pontiac, IL",Micropolitan Statistical Area,Livingston County,Illinois,17105
38740,"Poplar Bluff, MO",Micropolitan Statistical Area,Butler County,Missouri,29023
38780,"Portales, NM",Micropolitan Statistical Area,Roosevelt County,New Mexico,35041
38820,"Port Angeles, WA",Micropolitan Statistical Area,Clallam County,Washington,53009
38840,"Port Clinton, OH",Micropolitan Statistical Area,Ottawa County,Ohio,39123
38860,"Portland-South Portland, ME",Metropolitan Statistical Area,Cumberland County,Maine,23005
38860,"Portland-South Portland, ME",Metropolitan Statistical Area,Sagadahoc County,Maine,23023
38860,"Portland-South Portland, ME",Metropolitan Statistical Area,York County,Maine,23031
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Clackamas County,Oregon,41005
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Columbia County,Oregon,41009
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Multnomah County,Oregon,41051
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Washington County,Oregon,41067
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Yamhill County,Oregon,41071
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Clark County,Washington,53011
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Skamania County,Washington,53059
38920,"Port Lavaca, TX",Micropolitan Statistical Area,Calhoun County,Texas,48057
38940,"Port St. Lucie, FL",Metropolitan Statistical Area,Martin County,Florida,12085
38940,"Port St. Lucie, FL",Metropolitan Statistical Area,St. Lucie County,Florida,12111
39020,"Portsmouth, OH",Micropolitan Statistical Area,Scioto County,Ohio,39145
39060,"Pottsville, PA",Micropolitan Statistical Area,Schuylkill County,Pennsylvania,42107
39140,"Prescott, AZ",Metropolitan Statistical Area,Yavapai County,Arizona,4025
39220,"Price, UT",Micropolitan Statistical Area,Carbon County,Utah,49007
39260,"Prineville, OR",Micropolitan Statistical Area,Crook County,Oregon,41013
39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,Bristol County,Massachusetts,25005
39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,Bristol County,Rhode Island,44001
39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,Kent County,Rhode Island,44003
39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,Newport County,Rhode Island,44005
39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,Providence County,Rhode Island,44007
39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,Washington County,Rhode Island,44009
39340,"Provo-Orem, UT",Metropolitan Statistical Area,Juab County,Utah,49023
39340,"Provo-Orem, UT",Metropolitan Statistical Area,Utah County,Utah,49049
39380,"Pueblo, CO",Metropolitan Statistical Area,Pueblo County,Colorado,8101
39420,"Pullman, WA",Micropolitan Statistical Area,Whitman County,Washington,53075
39460,"Punta Gorda, FL",Metropolitan Statistical Area,Charlotte County,Florida,12015
39500,"Quincy, IL-MO",Micropolitan Statistical Area,Adams County,Illinois,17001
39500,"Quincy, IL-MO",Micropolitan Statistical Area,Lewis County,Missouri,29111
39540,"Racine, WI",Metropolitan Statistical Area,Racine County,Wisconsin,55101
39580,"Raleigh, NC",Metropolitan Statistical Area,Franklin County,North Carolina,37069
39580,"Raleigh, NC",Metropolitan Statistical Area,Johnston County,North Carolina,37101
39580,"Raleigh, NC",Metropolitan Statistical Area,Wake County,North Carolina,37183
39660,"Rapid City, SD",Metropolitan Statistical Area,Custer County,South Dakota,46033
39660,"Rapid City, SD",Metropolitan Statistical Area,Meade County,South Dakota,46093
39660,"Rapid City, SD",Metropolitan Statistical Area,Pennington County,South Dakota,46103
39700,"Raymondville, TX",Micropolitan Statistical Area,Willacy County,Texas,48489
39740,"Reading, PA",Metropolitan Statistical Area,Berks County,Pennsylvania,42011
39780,"Red Bluff, CA",Micropolitan Statistical Area,Tehama County,California,6103
39820,"Redding, CA",Metropolitan Statistical Area,Shasta County,California,6089
39860,"Red Wing, MN",Micropolitan Statistical Area,Goodhue County,Minnesota,27049
39900,"Reno, NV",Metropolitan Statistical Area,Storey County,Nevada,32029
39900,"Reno, NV",Metropolitan Statistical Area,Washoe County,Nevada,32031
39940,"Rexburg, ID",Micropolitan Statistical Area,Fremont County,Idaho,16043
39940,"Rexburg, ID",Micropolitan Statistical Area,Madison County,Idaho,16065
39980,"Richmond, IN",Micropolitan Statistical Area,Wayne County,Indiana,18177
40060,"Richmond, VA",Metropolitan Statistical Area,Amelia County,Virginia,51007
40060,"Richmond, VA",Metropolitan Statistical Area,Caroline County,Virginia,51033
40060,"Richmond, VA",Metropolitan Statistical Area,Charles City County,Virginia,51036
40060,"Richmond, VA",Metropolitan Statistical Area,Chesterfield County,Virginia,51041
40060,"Richmond, VA",Metropolitan Statistical Area,Dinwiddie County,Virginia,51053
40060,"Richmond, VA",Metropolitan Statistical Area,Goochland County,Virginia,51075
40060,"Richmond, VA",Metropolitan Statistical Area,Hanover County,Virginia,51085
40060,"Richmond, VA",Metropolitan Statistical Area,Henrico County,Virginia,51087
40060,"Richmond, VA",Metropolitan Statistical Area,King William County,Virginia,51101
40060,"Richmond, VA",Metropolitan Statistical Area,New Kent County,Virginia,51127
40060,"Richmond, VA",Metropolitan Statistical Area,Powhatan County,Virginia,51145
40060,"Richmond, VA",Metropolitan Statistical Area,Prince George County,Virginia,51149
40060,"Richmond, VA",Metropolitan Statistical Area,Sussex County,Virginia,51183
40060,"Richmond, VA",Metropolitan Statistical Area,Colonial Heights city,Virginia,51570
40060,"Richmond, VA",Metropolitan Statistical Area,Hopewell city,Virginia,51670
40060,"Richmond, VA",Metropolitan Statistical Area,Petersburg city,Virginia,51730
40060,"Richmond, VA",Metropolitan Statistical Area,Richmond city,Virginia,51760
40080,"Richmond-Berea, KY",Micropolitan Statistical Area,Madison County,Kentucky,21151
40080,"Richmond-Berea, KY",Micropolitan Statistical Area,Rockcastle County,Kentucky,21203
40100,"Rio Grande City, TX",Micropolitan Statistical Area,Starr County,Texas,48427
40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,Riverside County,California,6065
40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,San Bernardino County,California,6071
40180,"Riverton, WY",Micropolitan Statistical Area,Fremont County,Wyoming,56013
40220,"Roanoke, VA",Metropolitan Statistical Area,Botetourt County,Virginia,51023
40220,"Roanoke, VA",Metropolitan Statistical Area,Craig County,Virginia,51045
40220,"Roanoke, VA",Metropolitan Statistical Area,Franklin County,Virginia,51067
40220,"Roanoke, VA",Metropolitan Statistical Area,Roanoke County,Virginia,51161
40220,"Roanoke, VA",Metropolitan Statistical Area,Roanoke city,Virginia,51770
40220,"Roanoke, VA",Metropolitan Statistical Area,Salem city,Virginia,51775
40260,"Roanoke Rapids, NC",Micropolitan Statistical Area,Halifax County,North Carolina,37083
40260,"Roanoke Rapids, NC",Micropolitan Statistical Area,Northampton County,North Carolina,37131
40300,"Rochelle, IL",Micropolitan Statistical Area,Ogle County,Illinois,17141
40340,"Rochester, MN",Metropolitan Statistical Area,Dodge County,Minnesota,27039
40340,"Rochester, MN",Metropolitan Statistical Area,Fillmore County,Minnesota,27045
40340,"Rochester, MN",Metropolitan Statistical Area,Olmsted County,Minnesota,27109
40340,"Rochester, MN",Metropolitan Statistical Area,Wabasha County,Minnesota,27157
40380,"Rochester, NY",Metropolitan Statistical Area,Livingston County,New York,36051
40380,"Rochester, NY",Metropolitan Statistical Area,Monroe County,New York,36055
40380,"Rochester, NY",Metropolitan Statistical Area,Ontario County,New York,36069
40380,"Rochester, NY",Metropolitan Statistical Area,Orleans County,New York,36073
40380,"Rochester, NY",Metropolitan Statistical Area,Wayne County,New York,36117
40380,"Rochester, NY",Metropolitan Statistical Area,Yates County,New York,36123
40420,"Rockford, IL",Metropolitan Statistical Area,Boone County,Illinois,17007
40420,"Rockford, IL",Metropolitan Statistical Area,Winnebago County,Illinois,17201
40460,"Rockingham, NC",Micropolitan Statistical Area,Richmond County,North Carolina,37153
40540,"Rock Springs, WY",Micropolitan Statistical Area,Sweetwater County,Wyoming,56037
40580,"Rocky Mount, NC",Metropolitan Statistical Area,Edgecombe County,North Carolina,37065
40580,"Rocky Mount, NC",Metropolitan Statistical Area,Nash County,North Carolina,37127
40620,"Rolla, MO",Micropolitan Statistical Area,Phelps County,Missouri,29161
40660,"Rome, GA",Metropolitan Statistical Area,Floyd County,Georgia,13115
40700,"Roseburg, OR",Micropolitan Statistical Area,Douglas County,Oregon,41019
40740,"Roswell, NM",Micropolitan Statistical Area,Chaves County,New Mexico,35005
40780,"Russellville, AR",Micropolitan Statistical Area,Pope County,Arkansas,5115
40780,"Russellville, AR",Micropolitan Statistical Area,Yell County,Arkansas,5149
40820,"Ruston, LA",Micropolitan Statistical Area,Lincoln Parish,Louisiana,22061
40860,"Rutland, VT",Micropolitan Statistical Area,Rutland County,Vermont,50021
40900,"Sacramento--Roseville--Arden-Arcade, CA",Metropolitan Statistical Area,El Dorado County,California,6017
40900,"Sacramento--Roseville--Arden-Arcade, CA",Metropolitan Statistical Area,Placer County,California,6061
40900,"Sacramento--Roseville--Arden-Arcade, CA",Metropolitan Statistical Area,Sacramento County,California,6067
40900,"Sacramento--Roseville--Arden-Arcade, CA",Metropolitan Statistical Area,Yolo County,California,6113
40940,"Safford, AZ",Micropolitan Statistical Area,Graham County,Arizona,4009
40980,"Saginaw, MI",Metropolitan Statistical Area,Saginaw County,Michigan,26145
41060,"St. Cloud, MN",Metropolitan Statistical Area,Benton County,Minnesota,27009
41060,"St. Cloud, MN",Metropolitan Statistical Area,Stearns County,Minnesota,27145
41100,"St. George, UT",Metropolitan Statistical Area,Washington County,Utah,49053
41140,"St. Joseph, MO-KS",Metropolitan Statistical Area,Doniphan County,Kansas,20043
41140,"St. Joseph, MO-KS",Metropolitan Statistical Area,Andrew County,Missouri,29003
41140,"St. Joseph, MO-KS",Metropolitan Statistical Area,Buchanan County,Missouri,29021
41140,"St. Joseph, MO-KS",Metropolitan Statistical Area,DeKalb County,Missouri,29063
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,Bond County,Illinois,17005
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,Calhoun County,Illinois,17013
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,Clinton County,Illinois,17027
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,Jersey County,Illinois,17083
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,Macoupin County,Illinois,17117
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,Madison County,Illinois,17119
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,Monroe County,Illinois,17133
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,St. Clair County,Illinois,17163
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,Franklin County,Missouri,29071
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,Jefferson County,Missouri,29099
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,Lincoln County,Missouri,29113
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,St. Charles County,Missouri,29183
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,St. Louis County,Missouri,29189
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,Warren County,Missouri,29219
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,St. Louis city,Missouri,29510
41220,"St. Marys, GA",Micropolitan Statistical Area,Camden County,Georgia,13039
41400,"Salem, OH",Micropolitan Statistical Area,Columbiana County,Ohio,39029
41420,"Salem, OR",Metropolitan Statistical Area,Marion County,Oregon,41047
41420,"Salem, OR",Metropolitan Statistical Area,Polk County,Oregon,41053
41460,"Salina, KS",Micropolitan Statistical Area,Ottawa County,Kansas,20143
41460,"Salina, KS",Micropolitan Statistical Area,Saline County,Kansas,20169
41500,"Salinas, CA",Metropolitan Statistical Area,Monterey County,California,6053
41540,"Salisbury, MD-DE",Metropolitan Statistical Area,Sussex County,Delaware,10005
41540,"Salisbury, MD-DE",Metropolitan Statistical Area,Somerset County,Maryland,24039
41540,"Salisbury, MD-DE",Metropolitan Statistical Area,Wicomico County,Maryland,24045
41540,"Salisbury, MD-DE",Metropolitan Statistical Area,Worcester County,Maryland,24047
41620,"Salt Lake City, UT",Metropolitan Statistical Area,Salt Lake County,Utah,49035
41620,"Salt Lake City, UT",Metropolitan Statistical Area,Tooele County,Utah,49045
41660,"San Angelo, TX",Metropolitan Statistical Area,Irion County,Texas,48235
41660,"San Angelo, TX",Metropolitan Statistical Area,Tom Green County,Texas,48451
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,Atascosa County,Texas,48013
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,Bandera County,Texas,48019
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,Bexar County,Texas,48029
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,Comal County,Texas,48091
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,Guadalupe County,Texas,48187
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,Kendall County,Texas,48259
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,Medina County,Texas,48325
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,Wilson County,Texas,48493
41740,"San Diego-Carlsbad, CA",Metropolitan Statistical Area,San Diego County,California,6073
41760,"Sandpoint, ID",Micropolitan Statistical Area,Bonner County,Idaho,16017
41780,"Sandusky, OH",Micropolitan Statistical Area,Erie County,Ohio,39043
41820,"Sanford, NC",Micropolitan Statistical Area,Lee County,North Carolina,37105
41860,"San Francisco-Oakland-Hayward, CA",Metropolitan Statistical Area,Alameda County,California,6001
41860,"San Francisco-Oakland-Hayward, CA",Metropolitan Statistical Area,Contra Costa County,California,6013
41860,"San Francisco-Oakland-Hayward, CA",Metropolitan Statistical Area,San Francisco County,California,6075
41860,"San Francisco-Oakland-Hayward, CA",Metropolitan Statistical Area,San Mateo County,California,6081
41860,"San Francisco-Oakland-Hayward, CA",Metropolitan Statistical Area,Marin County,California,6041
41900,"San Germán, PR",Metropolitan Statistical Area,Cabo Rojo Municipio,Puerto Rico,72023
41900,"San Germán, PR",Metropolitan Statistical Area,Lajas Municipio,Puerto Rico,72079
41900,"San Germán, PR",Metropolitan Statistical Area,Sabana Grande Municipio,Puerto Rico,72121
41900,"San Germán, PR",Metropolitan Statistical Area,San Germán Municipio,Puerto Rico,72125
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,San Benito County,California,6069
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,Santa Clara County,California,6085
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Aguas Buenas Municipio,Puerto Rico,72007
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Aibonito Municipio,Puerto Rico,72009
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Barceloneta Municipio,Puerto Rico,72017
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Barranquitas Municipio,Puerto Rico,72019
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Bayamón Municipio,Puerto Rico,72021
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Caguas Municipio,Puerto Rico,72025
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Canóvanas Municipio,Puerto Rico,72029
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Carolina Municipio,Puerto Rico,72031
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Cataño Municipio,Puerto Rico,72033
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Cayey Municipio,Puerto Rico,72035
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Ceiba Municipio,Puerto Rico,72037
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Ciales Municipio,Puerto Rico,72039
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Cidra Municipio,Puerto Rico,72041
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Comerío Municipio,Puerto Rico,72045
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Corozal Municipio,Puerto Rico,72047
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Dorado Municipio,Puerto Rico,72051
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Fajardo Municipio,Puerto Rico,72053
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Florida Municipio,Puerto Rico,72054
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Guaynabo Municipio,Puerto Rico,72061
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Gurabo Municipio,Puerto Rico,72063
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Humacao Municipio,Puerto Rico,72069
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Juncos Municipio,Puerto Rico,72077
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Las Piedras Municipio,Puerto Rico,72085
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Loíza Municipio,Puerto Rico,72087
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Luquillo Municipio,Puerto Rico,72089
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Manatí Municipio,Puerto Rico,72091
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Maunabo Municipio,Puerto Rico,72095
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Morovis Municipio,Puerto Rico,72101
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Naguabo Municipio,Puerto Rico,72103
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Naranjito Municipio,Puerto Rico,72105
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Orocovis Municipio,Puerto Rico,72107
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Río Grande Municipio,Puerto Rico,72119
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,San Juan Municipio,Puerto Rico,72127
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,San Lorenzo Municipio,Puerto Rico,72129
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Toa Alta Municipio,Puerto Rico,72135
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Toa Baja Municipio,Puerto Rico,72137
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Trujillo Alto Municipio,Puerto Rico,72139
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Vega Alta Municipio,Puerto Rico,72143
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Vega Baja Municipio,Puerto Rico,72145
41980,"San Juan-Carolina-Caguas, PR",Metropolitan Statistical Area,Yabucoa Municipio,Puerto Rico,72151
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Metropolitan Statistical Area,San Luis Obispo County,California,6079
42100,"Santa Cruz-Watsonville, CA",Metropolitan Statistical Area,Santa Cruz County,California,6087
42140,"Santa Fe, NM",Metropolitan Statistical Area,Santa Fe County,New Mexico,35049
